COUNTRY,"Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
SVK,"Slovak Republic","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.3,,
SVK,"Slovak Republic","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.4,,
SVK,"Slovak Republic","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1,,
SVK,"Slovak Republic","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.6,,
SVK,"Slovak Republic","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,8,,
SVK,"Slovak Republic","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.6,,
SVK,"Slovak Republic","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.6,,
SVK,"Slovak Republic","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.5,,
SVK,"Slovak Republic","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.2,,
SVK,"Slovak Republic","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,8.5,,
SVK,"Slovak Republic","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10.3,,
SVK,"Slovak Republic","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.9,,
SVK,"Slovak Republic","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.4,,
SVK,"Slovak Republic","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.5,,
SVK,"Slovak Republic","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.9,,
ESP,"Spain","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,13.7,,
ESP,"Spain","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,5.1,,
ESP,"Spain","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.3,,
ESP,"Spain","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,6.2,,
ESP,"Spain","_T","Total","F32","Journalism and information","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.5,,
ESP,"Spain","_T","Total","F34","Business and administration","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,16.4,,
ESP,"Spain","_T","Total","F38","Law","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.8,,
ESP,"Spain","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.7,,
ESP,"Spain","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.6,,
ESP,"Spain","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.5,,
ESP,"Spain","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.2,,
ESP,"Spain","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10.6,,
ESP,"Spain","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.9,,
ESP,"Spain","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.6,,
ESP,"Spain","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1,,
ESP,"Spain","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.3,,
ESP,"Spain","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,12.5,,
ESP,"Spain","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.3,,
ESP,"Spain","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,5.4,,
ESP,"Spain","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.1,,
ESP,"Spain","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.8,,
ESP,"Spain","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.6,,
SWE,"Sweden","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,13.2,,
SWE,"Sweden","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3,,
SWE,"Sweden","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3,,
SWE,"Sweden","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,9.8,,
SWE,"Sweden","_T","Total","F32","Journalism and information","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.5,,
SWE,"Sweden","_T","Total","F34","Business and administration","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,13.7,,
SWE,"Sweden","_T","Total","F38","Law","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.6,,
SWE,"Sweden","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.3,,
SWE,"Sweden","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.3,,
SWE,"Sweden","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.7,,
SWE,"Sweden","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.4,,
SWE,"Sweden","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,12.4,,
SWE,"Sweden","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.6,,
SWE,"Sweden","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,5,,
SWE,"Sweden","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.7,,
SWE,"Sweden","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.2,,
SWE,"Sweden","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,18.3,,
SWE,"Sweden","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.4,,
SWE,"Sweden","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.7,,
SWE,"Sweden","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.5,,
SWE,"Sweden","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.2,,
SWE,"Sweden","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.4,,
CHE,"Switzerland","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10.1,,
CHE,"Switzerland","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.4,,
CHE,"Switzerland","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.1,,
CHE,"Switzerland","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,5.6,,
CHE,"Switzerland","_T","Total","F32","Journalism and information","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.3,,
CHE,"Switzerland","_T","Total","F34","Business and administration","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,23.9,,
CHE,"Switzerland","_T","Total","F38","Law","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,5.9,,
CHE,"Switzerland","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.4,,
CHE,"Switzerland","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.7,,
CHE,"Switzerland","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.7,,
CHE,"Switzerland","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.4,,
CHE,"Switzerland","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,9.1,,
CHE,"Switzerland","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.6,,
CHE,"Switzerland","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.3,,
CHE,"Switzerland","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.4,,
CHE,"Switzerland","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.4,,
CHE,"Switzerland","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10,,
CHE,"Switzerland","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.2,,
CHE,"Switzerland","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.6,,
CHE,"Switzerland","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.2,,
CHE,"Switzerland","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1,,
CHE,"Switzerland","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.8,,
TUR,"Turkey","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10.1,,
TUR,"Turkey","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.3,,
TUR,"Turkey","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,6.2,,
TUR,"Turkey","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,6.1,,
TUR,"Turkey","_T","Total","F32","Journalism and information","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.3,,
TUR,"Turkey","_T","Total","F34","Business and administration","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,37.6,,
TUR,"Turkey","_T","Total","F38","Law","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.7,,
TUR,"Turkey","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.2,,
TUR,"Turkey","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.9,,
TUR,"Turkey","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.3,,
TUR,"Turkey","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.2,,
TUR,"Turkey","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,7.4,,
TUR,"Turkey","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.2,,
TUR,"Turkey","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.7,,
TUR,"Turkey","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.2,,
TUR,"Turkey","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1,,
TUR,"Turkey","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.9,,
TUR,"Turkey","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.8,,
TUR,"Turkey","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.3,,
TUR,"Turkey","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.1,,
TUR,"Turkey","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.4,,
TUR,"Turkey","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.1,,
GBR,"United Kingdom","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,10,,
GBR,"United Kingdom","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,8,,
GBR,"United Kingdom","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,8.2,,
GBR,"United Kingdom","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,6.9,,
GBR,"United Kingdom","_T","Total","F32","Journalism and information","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.5,,
GBR,"United Kingdom","_T","Total","F34","Business and administration","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,16.6,,
GBR,"United Kingdom","_T","Total","F38","Law","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,4.1,,
GBR,"United Kingdom","_T","Total","F42","Life science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,7.7,,
GBR,"United Kingdom","_T","Total","F44","Physical science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.5,,
GBR,"United Kingdom","_T","Total","F46","Mathematics and statistics","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.6,,
GBR,"United Kingdom","_T","Total","F48","Computing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.6,,
GBR,"United Kingdom","_T","Total","F52","Engineering and engineering trades","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,6.1,,
GBR,"United Kingdom","_T","Total","F54","Manufacturing and processing","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.3,,
GBR,"United Kingdom","_T","Total","F58","Architecture and building","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.6,,
GBR,"United Kingdom","_T","Total","F62","Agriculture, forestry and fishery","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.8,,
GBR,"United Kingdom","_T","Total","F64","Veterinary","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0.1,,
GBR,"United Kingdom","_T","Total","F72","Health","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,13.2,,
GBR,"United Kingdom","_T","Total","F76","Social services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,2.6,,
GBR,"United Kingdom","_T","Total","F81","Personal services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,1.5,,
GBR,"United Kingdom","_T","Total","F84","Transport services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0,,
GBR,"United Kingdom","_T","Total","F85","Environmental protection","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0,,
GBR,"United Kingdom","_T","Total","F86","Security services","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,0,,
USA,"United States","_T","Total","F14","Teacher training and education science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,7.9,,
USA,"United States","_T","Total","F21","Arts","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,3.7,,
USA,"United States","_T","Total","F22","Humanities","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,17.4,,
USA,"United States","_T","Total","F31","Social and behavioural science","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","GRAD_SHARE_FIELDS","Share of graduates by field","2013","2013","PC","Percentage","0","units",,,9.1,,
