LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
FIN;"Finland";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;19.3;;
FRA;"France";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16.1;;
DEU;"Germany";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;18.3;;
GRC;"Greece";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;18.1;;
HUN;"Hungary";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17;;
ISL;"Iceland";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;18.9;;
IRL;"Ireland";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.6;;
ITA;"Italy";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16.4;;
JPN;"Japan";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16;;
KOR;"Korea";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;18.1;;
LUX;"Luxembourg";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;15;;
MEX;"Mexico";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;14.4;;
NLD;"Netherlands";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.9;;
NZL;"New Zealand";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.4;;
NOR;"Norway";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.6;;
POL;"Poland";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.2;;
PRT;"Portugal";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.4;;
SVK;"Slovak Republic";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;15.7;;
ESP;"Spain";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.5;;
SWE;"Sweden";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;18.1;;
CHE;"Switzerland";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.5;;
TUR;"Turkey";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.2;;
GBR;"United Kingdom";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16.3;;
USA;"United States";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16.5;;
BRA;"Brazil";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;15.3;;
CHL;"Chile";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;16.9;;
EST;"Estonia";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.1;;
ISR;"Israel";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;15.5;;
RUS;"Russia";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;15.7;;
SVN;"Slovenia";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.6;;
OECD;"OECD - Total";"ES_EDUEX";"Years in education";"L";"Value";"MN";"Men";"YR";"Years";"0";"units";;;17.2;;
AUS;"Australia";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;19.3;;
AUT;"Austria";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.4;;
BEL;"Belgium";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;19.4;;
CAN;"Canada";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.7;;
CZE;"Czech Republic";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.8;;
DNK;"Denmark";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;20.1;;
FIN;"Finland";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;20.2;;
FRA;"France";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.6;;
DEU;"Germany";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18;;
GRC;"Greece";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18.9;;
HUN;"Hungary";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.5;;
ISL;"Iceland";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;20.4;;
IRL;"Ireland";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18;;
ITA;"Italy";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.1;;
JPN;"Japan";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;15;;
KOR;"Korea";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.7;;
LUX;"Luxembourg";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;15.2;;
MEX;"Mexico";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;14.5;;
NLD;"Netherlands";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.9;;
NZL;"New Zealand";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18.6;;
NOR;"Norway";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18.5;;
POL;"Poland";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18.6;;
PRT;"Portugal";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.5;;
SVK;"Slovak Republic";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.7;;
ESP;"Spain";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18;;
SWE;"Sweden";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;20;;
CHE;"Switzerland";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.3;;
TUR;"Turkey";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.6;;
GBR;"United Kingdom";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17;;
USA;"United States";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.6;;
BRA;"Brazil";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16;;
CHL;"Chile";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.2;;
EST;"Estonia";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;18.5;;
ISR;"Israel";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.3;;
RUS;"Russia";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;16.4;;
SVN;"Slovenia";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;19;;
OECD;"OECD - Total";"ES_EDUEX";"Years in education";"L";"Value";"WMN";"Women";"YR";"Years";"0";"units";;;17.7;;
AUS;"Australia";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;;
AUT;"Austria";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;;
BEL;"Belgium";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;19;;
CAN;"Canada";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;;
CZE;"Czech Republic";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
DNK;"Denmark";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;;
FIN;"Finland";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;;
FRA;"France";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;;
DEU;"Germany";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;;
GRC;"Greece";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;;
HUN;"Hungary";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;;
ISL;"Iceland";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;;
IRL;"Ireland";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;8;;
ITA;"Italy";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;;
JPN;"Japan";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;;
KOR;"Korea";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;29;;
LUX;"Luxembourg";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;;
MEX;"Mexico";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;;
NLD;"Netherlands";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
NZL;"New Zealand";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;;
NOR;"Norway";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;;
POL;"Poland";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
PRT;"Portugal";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;10;;
SVK;"Slovak Republic";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;;
ESP;"Spain";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;;
SWE;"Sweden";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;;
CHE;"Switzerland";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
TUR;"Turkey";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
GBR;"United Kingdom";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;;
USA;"United States";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;;
BRA;"Brazil";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;;
CHL;"Chile";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;;
EST;"Estonia";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;;
ISR;"Israel";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;26;;
RUS;"Russia";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;;
SVN;"Slovenia";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;;
OECD;"OECD - Total";"EQ_AIRP";"Air pollution";"L";"Value";"TOT";"Total";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;;
AUS;"Australia";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;"E";"Estimated value"
AUT;"Austria";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
BEL;"Belgium";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;19;"E";"Estimated value"
CAN;"Canada";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
CZE;"Czech Republic";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
DNK;"Denmark";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
FIN;"Finland";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
FRA;"France";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
DEU;"Germany";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
GRC;"Greece";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
HUN;"Hungary";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
ISL;"Iceland";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
IRL;"Ireland";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;8;"E";"Estimated value"
ITA;"Italy";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;"E";"Estimated value"
JPN;"Japan";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
KOR;"Korea";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;29;"E";"Estimated value"
LUX;"Luxembourg";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
MEX;"Mexico";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
NLD;"Netherlands";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
NZL;"New Zealand";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;"E";"Estimated value"
NOR;"Norway";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;"E";"Estimated value"
POL;"Poland";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
PRT;"Portugal";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;10;"E";"Estimated value"
SVK;"Slovak Republic";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
ESP;"Spain";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
SWE;"Sweden";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
CHE;"Switzerland";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
TUR;"Turkey";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
GBR;"United Kingdom";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
USA;"United States";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
BRA;"Brazil";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
CHL;"Chile";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;"E";"Estimated value"
EST;"Estonia";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;"E";"Estimated value"
ISR;"Israel";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;26;"E";"Estimated value"
RUS;"Russia";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
SVN;"Slovenia";"EQ_AIRP";"Air pollution";"L";"Value";"MN";"Men";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
AUS;"Australia";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;"E";"Estimated value"
AUT;"Austria";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
BEL;"Belgium";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;19;"E";"Estimated value"
CAN;"Canada";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
CZE;"Czech Republic";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
DNK;"Denmark";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
FIN;"Finland";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
FRA;"France";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
DEU;"Germany";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
GRC;"Greece";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
HUN;"Hungary";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
ISL;"Iceland";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
IRL;"Ireland";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;8;"E";"Estimated value"
ITA;"Italy";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;"E";"Estimated value"
JPN;"Japan";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
KOR;"Korea";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;29;"E";"Estimated value"
LUX;"Luxembourg";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;15;"E";"Estimated value"
MEX;"Mexico";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
NLD;"Netherlands";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
NZL;"New Zealand";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;"E";"Estimated value"
NOR;"Norway";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;6;"E";"Estimated value"
POL;"Poland";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
PRT;"Portugal";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;10;"E";"Estimated value"
SVK;"Slovak Republic";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;16;"E";"Estimated value"
ESP;"Spain";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;12;"E";"Estimated value"
SWE;"Sweden";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;7;"E";"Estimated value"
CHE;"Switzerland";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
TUR;"Turkey";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
GBR;"United Kingdom";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
USA;"United States";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;11;"E";"Estimated value"
BRA;"Brazil";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;17;"E";"Estimated value"
CHL;"Chile";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;18;"E";"Estimated value"
EST;"Estonia";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;9;"E";"Estimated value"
ISR;"Israel";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;26;"E";"Estimated value"
RUS;"Russia";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
SVN;"Slovenia";"EQ_AIRP";"Air pollution";"L";"Value";"WMN";"Women";"MICRO_M3";"Micrograms per cubic metre";"0";"units";;;14;"E";"Estimated value"
AUS;"Australia";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;94;;
AUT;"Austria";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;93;;
BEL;"Belgium";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;83;;
CAN;"Canada";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;90;;
CZE;"Czech Republic";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;88;;
DNK;"Denmark";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;95;;
FIN;"Finland";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;94;;
FRA;"France";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;84;;
DEU;"Germany";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;94;;
GRC;"Greece";"EQ_WATER";"Water quality";"L";"Value";"TOT";"Total";"PC";"Percentage";"0";"units";;;69;;
